Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
2017,09,24,12:27:5,2017,09,24,12:27:5,,Seahawks and Titans Also Plan to Stay in Their Locker Rooms for the Anthem - Breitbart,"The Steelers, sans U.S. Army Ranger veteran Alejandro Villanueva, remained in their locker room during the playing of the national anthem" Found at: http://www.breitbart.com/sports/2017/09/24/seahawks-titans-also-plan-stay-locker-rooms-anthem/,,,,,,,
2017,09,24,09:20:1,2017,09,24,09:20:1,,Pittsburgh Steelers Planned to Stay in Locker Room During National Anthem, But Plan May Conflict With League Rules,"On Sunday, the Pittsburgh Steelers announced that the entire team would refuse to take the field during the playing of the national anthem." Found at: http://www.breitbart.com/sports/2017/09/24/pittsburgh-steelers-planned-stay-locker-room-national-anthem-plan-may-conflict-league-rules/,,,,,,,
2017,09,23,22:08:2,2017,09,23,22:08:2,,Unforced Error: MLB Player Responds to President Trump's Speech By Staging Baseball's First National Anthem Protest - Breitbart,"Major League Baseball can no longer claim to be free of any anthem-protesting players. On Saturday night, A's catcher Bruce Maxwell took" Found at: http://www.breitbart.com/sports/2017/09/23/unforced-error-mlb-player-responds-president-trump-speech-staging-baseballs-first-national-anthem-protest/,,,,,,,
2017,09,23,18:45:2,2017,09,23,18:45:2,,Several NFL Owners Condemn President Trump's Remarks on Players Who Protest the Anthem - Breitbart,"The sports world has responded to President Trump's criticisms of NFL players who protest against the national anthem. On Friday night" Found at: http://www.breitbart.com/sports/2017/09/23/several-nfl-owners-condemn-president-trumps-remarks-players-protest-anthem/,,,,,,,
2017,09,23,13:40:0,2017,09,23,13:40:0,,Kaepernick's Mom on Twitter: Trump's Comments Make Her 'A Proud B***h' - Breitbart,"Colin Kaepernick's mother, has responded to the fiery speech of President Donald Trump last night in Huntsville, Alabama. While speaking at a" Found at: http://www.breitbart.com/sports/2017/09/23/kaepernicks-mom-twitter-trumps-comments-maker-proud-btch/,,,,,,,
2017,09,23,12:59:3,2017,09,23,12:59:3,,Trump Gives Tortured Endorsement of Luther Strange in Alabama: ‘I May Have Made a Mistake’,"Sen. Luther Strange (R-AL) may have been disappointed with the somewhat tortured thumbs-up he received from President Trump Friday." Found at: http://www.breitbart.com/big-government/2017/09/23/trump-gives-tortured-endorsement-luther-strange-alabama-might-made-mistake/,,,,,,,
2017,09,23,12:50:4,2017,09,23,12:50:4,,Commissioner Goodell: Trump Comments 'Divisive,' Show an 'Unfortunate Lack of Respect' - Breitbart,"The NFL has responded to President Trump's comments, about NFL players who protest the anthem, and what he believes should happen to them." Found at: http://www.breitbart.com/sports/2017/09/23/commissioner-goodell-trump-comments-divisive-show-unfortunate-lack-respect/,,,,,,,
2017,09,23,11:43:1,2017,09,23,11:43:1,,Theresa May Plans to Blame Trump for Brexit’s Failure, the Tory Party Needs to Remove Her NOW,"Prime Minister Theresa May is building a consensus by which to abandon Brexit. She needs to be removed before it can happen" Found at: http://www.breitbart.com/london/2017/09/23/kassam-may-plans-blame-trump-brexits-failure-tory-party-needs-remove-now/,,,,,,,
2017,09,22,21:58:2,2017,09,22,21:58:2,,NFL Players React on Twitter to President Trump Calling Out Anthem Protesters - Breitbart,"President Trump minced no words when it came to how he feels about NFL players who protest the playing of the national anthem. Speaking at a" Found at: http://www.breitbart.com/sports/2017/09/22/nfl-players-react-twitter-to-president-trump-calling-out-anthem-protesters/,,,,,,,
2017,09,22,18:55:4,2017,09,22,18:55:4,,Donald Trump Admits He Will Campaign For Roy Moore if He Wins Alabama Primary,"President Trump admitted that if Judge Roy Moore wins the Alabama primary runoff he will campaign for him, despite backing his opponent." Found at: http://www.breitbart.com/big-government/2017/09/22/donald-trump-admits-he-will-campaign-for-roy-moore-if-he-wins-alabama-primary/,,,,,,,
2017,09,22,07:16:4,2017,09,22,07:16:4,,'It Would Be Harder' to Smuggle with Border Walls -- Says Human Smuggler,"Getting across the U.S.-Mexico Border “would be a lot harder if they build that wall,” a human smuggler said in a report." Found at: http://www.breitbart.com/texas/2017/09/22/harder-smuggle-border-walls-says-human-smuggler/,,,,,,,
2017,09,22,07:08:2,2017,09,22,07:08:2,,Trump Approves More Than 100K Illegal Aliens for DACA in Last Three Months,"President Trump's administration has approved more than 100,000 illegal aliens to be shielded from deportation and given work permits." Found at: http://www.breitbart.com/big-government/2017/09/22/trump-approves-100k-illegal-aliens-daca-three-months/,,,,,,,
2017,09,21,23:28:1,2017,09,21,23:28:1,,Woman Ordered to Take Down Pro-Trump Signs Would Rather Go to Jail Than Remove Them - Breitbart,"A Maine woman says she would rather risk jail time than take down her pro-Trump yard signs after city officials said she had to remove them." Found at: http://www.breitbart.com/big-government/2017/09/21/woman-ordered-city-take-pro-trump-signs-said-rather-go-jail-remove/,,,,,,,
2017,09,20,19:02:4,2017,09,20,19:02:4,,EXCLUSIVE - Rep. Paul Gosar Unveils 'Not All DREAMers' PAC, Plans to Fight Open Border Candidates - Breitbart,"A new political action committee (PAC) created by Rep. Paul Gosar (R-AZ) is vowing to take on the open borders lobby." Found at: http://www.breitbart.com/big-government/2017/09/20/exclusive-rep-paul-gosar-unveils-not-all-dreamers-pac-plans-to-fight-open-border-candidates/,,,,,,,
2017,09,20,16:38:4,2017,09,20,16:38:4,,UK PM May Dings Trump at U.N. General Assembly: Backs Paris Agreement, Lectures on Refugees,"The British Prime Minister has used her U.N. speech to virtue signal, potentially causing a rift with Britain’s best ally post-Brexit." Found at: http://www.breitbart.com/london/2017/09/20/uk-pm-may-opens-front-trump-u-n-general-assembly-backs-paris-agreement-lectures-refugees/,,,,,,,
2017,09,19,12:01:2,2017,09,19,12:01:2,,Koch Brothers Group 'Encouraging' Congress to Pass Amnesty for DACA Illegal Aliens - Breitbart,"The pro-mass immigration GOP mega-donor Koch Brothers are "encouraging" Congress to quickly pass amnesty legislation." Found at: http://www.breitbart.com/big-government/2017/09/19/koch-brothers-group-encouraging-congress-pass-amnesty-daca-illegal-aliens/,,,,,,,
2017,09,19,09:48:4,2017,09,19,09:48:4,,Donald Trump Gives Full-Throated Defense of 'America First' in U.N. Speech,"In a powerful speech to the U.N. General Assembly Tuesday, President Trump gave a full-throated defense of his ‘America First’ agenda." Found at: http://www.breitbart.com/big-government/2017/09/19/donald-trump-full-throated-defense-america-first-u-n-speech/,,,,,,,
2017,09,19,09:16:3,2017,09,19,09:16:3,,In U.N. Speech, Trump Threatens to ‘Totally Destroy’ North Korea: ‘Rocket Man Is on a Suicide Mission’,"President Trump gave his starkest warning yet to the North Korean regime Tuesday, threatening to 'totally destroy' North Korea." Found at: http://www.breitbart.com/big-government/2017/09/19/trump-threatens-totally-destroy-north-korea-rocket-man-suicide-mission/,,,,,,,
2017,09,19,08:58:4,2017,09,19,08:58:4,,Americans Want Refugee Resettlement Cut to 25K or Less Annually, Survey Finds,"Most Americans want to see current refugee resettlement figures cut to at least 25,000 a year -- or none at all -- according to a new survey." Found at: http://www.breitbart.com/texas/2017/09/19/americans-want-refugee-resettlement-cut-25k-less-annually-survey-finds/,,,,,,,
2017,09,19,08:45:3,2017,09,19,08:45:3,,Americans Doubt Border Security Would Follow DACA Deal, Poll Finds,"Most Americans say the U.S.-Mexico Border will continued to be unsecured if Congress passes an amnesty policy for illegal aliens." Found at: http://www.breitbart.com/texas/2017/09/19/americans-doubt-border-security-follow-daca-deal-poll-finds/,,,,,,,
2017,09,18,21:11:0,2017,09,18,21:11:0,,Trump to Defend ‘America First,’ Emphasize Importance of Sovereignty in U.N. Speech - Breitbart,"President Trump is expected to go global with his campaign cry of “America First” in his address to the United Nations General Assembly." Found at: http://www.breitbart.com/big-government/2017/09/18/trump-to-defend-america-first-emphasize-importance-of-sovereignty-in-u-n-speech/,,,,,,,
2017,09,18,19:41:4,2017,09,18,19:41:4,,U.S. Jets Drop Bombs in ‘Show of Force’ Against North Korea,"U.S. jets, along with aircraft from Japan and South Korea, dropped live ammunition in the Korean Peninsula as part of a show of force against North Korea." Found at: http://www.breitbart.com/national-security/2017/09/18/u-s-air-force-drop-bombs-show-force-north-korea/,,,,,,,
2017,09,18,10:00:3,2017,09,18,10:00:3,,Trump Calls on U.N. to Embrace Reform, Says Potential Limited by ‘Bureaucracy and Mismanagement’,"President Trump urged the U.N. to adopt wide-ranging reforms Monday, saying its potential has been marred by "bureaucracy and mismanagement."" Found at: http://www.breitbart.com/big-government/2017/09/18/trump-gives-stern-warning-u-n-reform-says-potential-marred-bureaucracy-mismanagement/,,,,,,,
2017,09,17,12:31:3,2017,09,17,12:31:3,,EXCLUSIVE: Russia, China Not Yet Backing U.S.-Drafted U.N. Reform Declaration,"China and Russia are among the countries who have not yet signed onto a U.S.-drafted declaration of U.N. reform." Found at: http://www.breitbart.com/big-government/2017/09/17/russia-china-not-yet-backing-u-s-drafted-u-n-reform-declaration/,,,,,,,
2017,09,16,14:09:0,2017,09,16,14:09:0,,Former Koch Exec, Now White House Staffer, Marc Short: We Need a 'Conversation' About 'Definition of a Wall',"Former Koch brothers executive turned White House staffer Marc Short said that Americans needed to "have a serious conversation" about..." Found at: http://www.breitbart.com/big-government/2017/09/16/former-koch-exec-now-white-house-staffer-marc-short-we-need-a-conversation-about-definition-of-a-wall/,,,,,,,
2017,10,05,10:35:1,2017,10,05,10:35:1,,Narrative Fail: Plurality of 48% Approve of Trump's Tax Plan; 45% Approve of Him,"A Politico poll shows that President Trump is defying a media onslaught. A plurality of 48% approve of his tax plan, and 45% approve of him." Found at: http://www.breitbart.com/big-journalism/2017/10/05/narrative-fail-48-approve-trumps-tax-plan-45-approve-him/,,,,,,,
2017,10,05,09:51:2,2017,10,05,09:51:2,,Ivanka Trump: ‘I Truly Get Goosebumps’ Walking into White House,"Ivanka Trump said in an interview published Wednesday that she gets "goosebumps" when she walks into the White House." Found at: http://www.breitbart.com/big-government/2017/10/05/ivanka-trump-truly-get-goosebumps-walking-white-house/,,,,,,,
2017,10,05,06:54:4,2017,10,05,06:54:4,,WEAK: White House Open to 'Thoughtful Conversation' on Gun Control,"Kelly Conway--Counselor to President Trump--says the administration is open to "thoughtful conversation" on gun control." Found at: http://www.breitbart.com/big-government/2017/10/05/weak-white-house-gun-control/,,,,,,,
2017,10,05,02:30:2,2017,10,05,02:30:2,,Refugees Resettled in U.S. from Detention Centers Known for Rape, Pedophilia,"Middle Eastern refugees accused of rape and pedophilia are among those that the United States could be resettling across American communities." Found at: http://www.breitbart.com/big-government/2017/10/05/refugees-resettled-in-u-s-from-detention-centers-known-for-rape-pedophilia/,,,,,,,
2017,10,04,19:30:1,2017,10,04,19:30:1,,Report: Middle East Refugees Coming to U.S. from Australia Will Need 'Mental Healthcare' Treatment,"Middle East refugees coming to the United States from Australia will need "mental healthcare" treatment, according to a recent report." Found at: http://www.breitbart.com/big-government/2017/10/04/report-middle-east-refugees-coming-to-u-s-from-australia-will-need-mental-healthcare-treatment/,,,,,,,
2017,10,04,18:24:3,2017,10,04,18:24:3,,Trump Puerto Rico Debt Wipe-out Crushes Wall Street - Breitbart,"Bankrupt Puerto Rico’s bond prices plunged by over 30 percent after Trump’s said he would not bail out speculators who bought its debt." Found at: http://www.breitbart.com/california/2017/10/04/trump-puerto-rico-debt-wipe-out-crushes-wall-street/,,,,,,,
2017,10,04,16:10:2,2017,10,04,16:10:2,,Attorney: Increase in Border-Crossings a Sign 'Deterrence Talk' Without a Wall is Useless - Breitbart,"Border-crossings by illegal aliens at the U.S.-Mexico border are a "sign" that "deterrence talk" from President Trump will only go so far." Found at: http://www.breitbart.com/big-government/2017/10/04/attorney-increase-in-border-crossings-a-sign-deterrence-talk-without-a-wall-is-useless/,,,,,,,
2017,10,04,14:44:2,2017,10,04,14:44:2,,USA Today Poll: 'Americans Say Trump Is Wrong on NFL Protests' Fans Say Player Protests Are 'Appropriate' - Breitbart,"When you can't get the answer you want in your poll, change the poll. That seems to be what happened when USA Today asked people what they" Found at: http://www.breitbart.com/sports/2017/10/04/usa-today-poll-americans-trump-wrong-nfl-protests-fans-player-protests-appropriate/,,,,,,,
2017,10,04,10:34:1,2017,10,04,10:34:1,,Billie Jean King: White Women Who Voted for President Trump 'Really Don't Like Themselves' - Breitbart,"NEW YORK (AP) - Tennis icon Billie Jean King is not mincing words about the many white women who voted for Donald Trump, saying they “really" Found at: http://www.breitbart.com/sports/2017/10/04/billie-jean-king-says-shes-upset-women-voted-president-trump/,,,,,,,
2017,10,03,11:41:0,2017,10,03,11:41:0,,Tech Companies Freak over Trump Administration's Plan to Tax Foreign Profits - Breitbart,"The Trump Administration has proposed a foreign profits tax for large companies in their new tax plan, garnering criticism from lobbyists." Found at: http://www.breitbart.com/tech/2017/10/03/tech-companies-freak-over-trump-administrations-plan-to-tax-foreign-profits/,,,,,,,
2017,10,03,06:57:3,2017,10,03,06:57:3,,President Trump: 'We'll Be Talking About Gun Laws',"President Trump reacted to the Las Vegas attack by saying, "We’ll be talking about gun laws as time goes by."" Found at: http://www.breitbart.com/big-government/2017/10/03/president-trump-well-be-talking-about-gun-laws/,,,,,,,
2017,10,03,06:22:5,2017,10,03,06:22:5,,Rapper Chuck D on Vegas Attack: NRA Is a 'Terrorist Organization',"When asked if he had anything to say to people in Las Vegas, Public Enemy's Chuck D said "the NRA is a terrorist organization."" Found at: http://www.breitbart.com/big-hollywood/2017/10/03/chuck-d-vegas-attack-nra-terrorist-organization/,,,,,,,
